Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class,Flight Id
BOM,DEL,IndiGo ,8:30,10:25,1h 55m,"6,153",14-02-2022,Economy,A1000
BOM,DEL,IndiGo ,7:45,9:50,2h 05m,"5,943",14-02-2022,Economy,A1001
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"6,249",14-02-2022,Economy,A1002
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"5,943",14-02-2022,Economy,A1003
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"5,943",14-02-2022,Economy,A1004
BOM,DEL,IndiGo ,9:20,11:30,2h 10m,"5,943",14-02-2022,Economy,A1005
BOM,DEL,Air India ,8:00,10:15,2h 15m,"5,943",14-02-2022,Economy,A1006
BOM,DEL,Air India ,10:00,12:15,2h 15m,"5,943",14-02-2022,Economy,A1007
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"6,249",14-02-2022,Economy,A1008
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"5,943",14-02-2022,Economy,A1009
BOM,DEL,SpiceJet ,7:20,9:35,2h 15m,"6,540",14-02-2022,Economy,A1010
BOM,DEL,SpiceJet ,10:15,12:30,2h 15m,"6,540",14-02-2022,Economy,A1011
BOM,DEL,Vistara ,10:25,12:40,2h 15m,"6,249",14-02-2022,Economy,A1012
BOM,DEL,Vistara ,14:40,16:55,2h 15m,"6,249",14-02-2022,Economy,A1013
BOM,DEL,Vistara ,8:45,11:00,2h 15m,"6,360",14-02-2022,Economy,A1014
BOM,DEL,IndiGo ,7:05,9:20,2h 15m,"6,153",14-02-2022,Economy,A1015
BOM,DEL,AirAsia India ,7:20,9:30,2h 10m,"6,967",14-02-2022,Economy,A1016
BOM,DEL,Vistara ,7:00,9:05,2h 05m,"8,245",14-02-2022,Economy,A1017
DEL,BOM,Air India ,18:00,20:00,2h,"5,955",14-02-2022,Economy,A1018
DEL,BOM,Go First ,15:30,17:35,2h 05m,"5,900",14-02-2022,Economy,A1019
DEL,BOM,Go First ,17:00,19:05,2h 05m,"5,900",14-02-2022,Economy,A1020
DEL,BOM,Air India ,20:00,22:10,2h 10m,"5,955",14-02-2022,Economy,A1021
DEL,BOM,Go First ,22:30,0:40,2h 10m,"5,900",14-02-2022,Economy,A1022
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"5,955",14-02-2022,Economy,A1023
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"5,955",14-02-2022,Economy,A1024
DEL,BOM,Air India ,19:00,21:15,2h 15m,"5,955",14-02-2022,Economy,A1025
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"6,543",14-02-2022,Economy,A1026
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"6,261",14-02-2022,Economy,A1027
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"6,261",14-02-2022,Economy,A1028
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"6,261",14-02-2022,Economy,A1029
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,900",14-02-2022,Economy,A1030
DEL,BOM,Go First ,19:40,21:55,2h 15m,"5,900",14-02-2022,Economy,A1031
DEL,BOM,Go First ,21:00,23:15,2h 15m,"5,900",14-02-2022,Economy,A1032
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"5,955",14-02-2022,Economy,A1033
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"6,261",14-02-2022,Economy,A1034
DEL,BOM,Go First ,18:05,20:25,2h 20m,"5,900",14-02-2022,Economy,A1035
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"6,543",14-02-2022,Economy,A1036
DEL,BOM,Vistara ,17:45,20:05,2h 20m,"6,261",14-02-2022,Economy,A1037
DEL,BOM,Go First ,13:30,15:35,2h 05m,"5,900",14-02-2022,Economy,A1038
DEL,BOM,Go First ,7:00,9:10,2h 10m,"5,900",14-02-2022,Economy,A1039
DEL,BOM,Go First ,8:00,10:10,2h 10m,"5,900",14-02-2022,Economy,A1040
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"5,955",14-02-2022,Economy,A1041
DEL,BOM,IndiGo ,6:30,8:40,2h 10m,"5,955",14-02-2022,Economy,A1042
DEL,BOM,IndiGo ,7:15,9:25,2h 10m,"5,955",14-02-2022,Economy,A1043
DEL,BOM,Go First ,14:20,16:35,2h 15m,"5,900",14-02-2022,Economy,A1044
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,900",14-02-2022,Economy,A1045
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"5,955",14-02-2022,Economy,A1046
DEL,BOM,SpiceJet ,7:20,9:35,2h 15m,"6,543",14-02-2022,Economy,A1047
DEL,BOM,Go First ,10:30,12:50,2h 20m,"5,900",14-02-2022,Economy,A1048
DEL,BOM,IndiGo ,8:45,11:05,2h 20m,"5,955",14-02-2022,Economy,A1049
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"5,955",14-02-2022,Economy,A1050
DEL,BOM,Go First ,2:00,4:15,2h 15m,"5,900",14-02-2022,Economy,A1051
DEL,BOM,SpiceJet ,6:20,8:40,2h 20m,"6,543",14-02-2022,Economy,A1052
DEL,BOM,AirAsia India ,4:25,6:35,2h 10m,"6,139",14-02-2022,Economy,A1053
DEL,BOM,IndiGo ,9:30,12:00,2h 30m,"5,955",14-02-2022,Economy,A1054
BOM,DEL,AirAsia India ,22:00,0:10,2h 10m,"5,000",14-02-2022,Economy,A1055
BOM,DEL,IndiGo ,19:35,21:25,1h 50m,"5,943",14-02-2022,Economy,A1056
BOM,DEL,Go First ,16:30,18:35,2h 05m,"5,888",14-02-2022,Economy,A1057
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"5,943",14-02-2022,Economy,A1058
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"5,943",14-02-2022,Economy,A1059
BOM,DEL,Go First ,18:00,20:10,2h 10m,"5,888",14-02-2022,Economy,A1060
BOM,DEL,Go First ,20:15,22:25,2h 10m,"5,888",14-02-2022,Economy,A1061
BOM,DEL,Go First ,22:40,0:50,2h 10m,"5,888",14-02-2022,Economy,A1062
BOM,DEL,SpiceJet ,21:45,23:55,2h 10m,"6,540",14-02-2022,Economy,A1063
BOM,DEL,Go First ,21:15,23:30,2h 15m,"5,888",14-02-2022,Economy,A1064
BOM,DEL,Go First ,23:45,2:00,2h 15m,"5,888",14-02-2022,Economy,A1065
BOM,DEL,SpiceJet ,19:25,21:50,2h 25m,"6,540",14-02-2022,Economy,A1066
BOM,DEL,IndiGo ,8:30,10:25,1h 55m,"6,153",15-02-2022,Economy,A1067
BOM,DEL,Go First ,12:30,14:35,2h 05m,"5,779",15-02-2022,Economy,A1068
BOM,DEL,Go First ,14:30,16:35,2h 05m,"5,779",15-02-2022,Economy,A1069
BOM,DEL,IndiGo ,7:45,9:50,2h 05m,"5,943",15-02-2022,Economy,A1070
BOM,DEL,Go First ,6:00,8:10,2h 10m,"5,779",15-02-2022,Economy,A1071
BOM,DEL,Go First ,8:00,10:10,2h 10m,"5,779",15-02-2022,Economy,A1072
BOM,DEL,Vistara ,6:00,8:05,2h 05m,"6,249",15-02-2022,Economy,A1073
BOM,DEL,Vistara ,6:30,8:35,2h 05m,"6,249",15-02-2022,Economy,A1074
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"6,249",15-02-2022,Economy,A1075
BOM,DEL,IndiGo ,9:20,11:30,2h 10m,"5,943",15-02-2022,Economy,A1076
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"5,943",15-02-2022,Economy,A1077
BOM,DEL,Air India ,8:00,10:15,2h 15m,"5,943",15-02-2022,Economy,A1078
BOM,DEL,Air India ,10:00,12:15,2h 15m,"5,943",15-02-2022,Economy,A1079
BOM,DEL,Go First ,9:55,12:10,2h 15m,"5,779",15-02-2022,Economy,A1080
BOM,DEL,Go First ,12:15,14:30,2h 15m,"5,779",15-02-2022,Economy,A1081
BOM,DEL,Go First ,13:30,15:45,2h 15m,"5,779",15-02-2022,Economy,A1082
BOM,DEL,Vistara ,7:30,9:40,2h 10m,"6,249",15-02-2022,Economy,A1083
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"6,249",15-02-2022,Economy,A1084
BOM,DEL,IndiGo ,7:05,9:20,2h 15m,"5,943",15-02-2022,Economy,A1085
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"5,943",15-02-2022,Economy,A1086
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"6,153",15-02-2022,Economy,A1087
BOM,DEL,SpiceJet ,7:20,9:35,2h 15m,"6,540",15-02-2022,Economy,A1088
BOM,DEL,SpiceJet ,10:15,12:30,2h 15m,"6,540",15-02-2022,Economy,A1089
BOM,DEL,Vistara ,8:45,11:00,2h 15m,"6,249",15-02-2022,Economy,A1090
BOM,DEL,Vistara ,10:25,12:40,2h 15m,"6,249",15-02-2022,Economy,A1091
BOM,DEL,Vistara ,14:40,16:55,2h 15m,"6,249",15-02-2022,Economy,A1092
BOM,DEL,AirAsia India ,7:20,9:30,2h 10m,"6,337",15-02-2022,Economy,A1093
DEL,BOM,AirAsia India ,19:10,21:25,2h 15m,"5,000",15-02-2022,Economy,A1094
DEL,BOM,Air India ,18:00,20:00,2h,"5,955",15-02-2022,Economy,A1095
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"5,955",15-02-2022,Economy,A1096
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"5,955",15-02-2022,Economy,A1097
DEL,BOM,Air India ,19:00,21:15,2h 15m,"5,955",15-02-2022,Economy,A1098
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"6,543",15-02-2022,Economy,A1099
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"6,261",15-02-2022,Economy,A1100
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"6,261",15-02-2022,Economy,A1101
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"6,261",15-02-2022,Economy,A1102
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"6,261",15-02-2022,Economy,A1103
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"5,955",15-02-2022,Economy,A1104
DEL,BOM,Air India ,20:00,22:10,2h 10m,"6,375",15-02-2022,Economy,A1105
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"6,261",15-02-2022,Economy,A1106
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"6,543",15-02-2022,Economy,A1107
DEL,BOM,Vistara ,16:45,19:05,2h 20m,"6,261",15-02-2022,Economy,A1108
DEL,BOM,Vistara ,17:45,20:05,2h 20m,"6,261",15-02-2022,Economy,A1109
DEL,BOM,AirAsia India ,4:25,6:35,2h 10m,"5,000",15-02-2022,Economy,A1110
DEL,BOM,Air India ,7:00,9:05,2h 05m,"5,955",15-02-2022,Economy,A1111
DEL,BOM,Go First ,13:30,15:35,2h 05m,"5,793",15-02-2022,Economy,A1112
DEL,BOM,Air India ,8:00,10:10,2h 10m,"5,955",15-02-2022,Economy,A1113
DEL,BOM,Go First ,7:00,9:10,2h 10m,"5,793",15-02-2022,Economy,A1114
DEL,BOM,Go First ,8:00,10:10,2h 10m,"5,793",15-02-2022,Economy,A1115
DEL,BOM,Vistara ,9:30,11:35,2h 05m,"6,261",15-02-2022,Economy,A1116
DEL,BOM,IndiGo ,6:30,8:40,2h 10m,"5,955",15-02-2022,Economy,A1117
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"5,955",15-02-2022,Economy,A1118
DEL,BOM,IndiGo ,7:15,9:25,2h 10m,"5,955",15-02-2022,Economy,A1119
DEL,BOM,Air India ,9:00,11:15,2h 15m,"5,955",15-02-2022,Economy,A1120
DEL,BOM,Go First ,14:20,16:35,2h 15m,"5,793",15-02-2022,Economy,A1121
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,793",15-02-2022,Economy,A1122
DEL,BOM,Vistara ,5:45,7:55,2h 10m,"6,261",15-02-2022,Economy,A1123
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"6,261",15-02-2022,Economy,A1124
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"6,261",15-02-2022,Economy,A1125
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"5,955",15-02-2022,Economy,A1126
DEL,BOM,Go First ,10:30,12:50,2h 20m,"5,793",15-02-2022,Economy,A1127
DEL,BOM,Vistara ,7:30,9:45,2h 15m,"6,261",15-02-2022,Economy,A1128
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"6,261",15-02-2022,Economy,A1129
DEL,BOM,Go First ,2:00,4:15,2h 15m,"5,793",15-02-2022,Economy,A1130
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"5,955",15-02-2022,Economy,A1131
DEL,BOM,IndiGo ,8:45,11:05,2h 20m,"5,955",15-02-2022,Economy,A1132
DEL,BOM,Vistara ,8:50,11:10,2h 20m,"6,261",15-02-2022,Economy,A1133
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"6,261",15-02-2022,Economy,A1134
DEL,BOM,IndiGo ,9:30,12:00,2h 30m,"5,955",15-02-2022,Economy,A1135
BOM,DEL,AirAsia India ,22:00,0:10,2h 10m,"5,000",15-02-2022,Economy,A1136
BOM,DEL,IndiGo ,19:35,21:25,1h 50m,"5,943",15-02-2022,Economy,A1137
BOM,DEL,Go First ,16:30,18:35,2h 05m,"5,779",15-02-2022,Economy,A1138
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"5,943",15-02-2022,Economy,A1139
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"5,943",15-02-2022,Economy,A1140
BOM,DEL,Go First ,18:00,20:10,2h 10m,"5,779",15-02-2022,Economy,A1141
BOM,DEL,Go First ,20:15,22:25,2h 10m,"5,779",15-02-2022,Economy,A1142
BOM,DEL,Go First ,22:40,0:50,2h 10m,"5,779",15-02-2022,Economy,A1143
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"6,249",15-02-2022,Economy,A1144
BOM,DEL,Air India ,21:30,23:45,2h 15m,"5,943",15-02-2022,Economy,A1145
BOM,DEL,Air India ,16:00,18:15,2h 15m,"5,943",15-02-2022,Economy,A1146
BOM,DEL,Air India ,19:00,21:15,2h 15m,"5,943",15-02-2022,Economy,A1147
BOM,DEL,SpiceJet ,21:45,23:55,2h 10m,"6,540",15-02-2022,Economy,A1148
BOM,DEL,Go First ,21:15,23:30,2h 15m,"5,779",15-02-2022,Economy,A1149
BOM,DEL,Go First ,23:45,2:00,2h 15m,"5,779",15-02-2022,Economy,A1150
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"6,249",15-02-2022,Economy,A1151
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"6,249",15-02-2022,Economy,A1152
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"6,249",15-02-2022,Economy,A1153
BOM,DEL,Vistara ,22:45,0:55,2h 10m,"6,249",15-02-2022,Economy,A1154
BOM,DEL,Vistara ,21:55,0:10,2h 15m,"6,249",15-02-2022,Economy,A1155
BOM,DEL,Air India ,18:00,20:25,2h 25m,"5,943",15-02-2022,Economy,A1156
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"6,249",15-02-2022,Economy,A1157
BOM,DEL,SpiceJet ,19:25,21:50,2h 25m,"6,540",15-02-2022,Economy,A1158
BOM,DEL,IndiGo ,8:30,10:25,1h 55m,"6,153",16-02-2022,Economy,A1159
BOM,DEL,IndiGo ,7:45,9:50,2h 05m,"5,943",16-02-2022,Economy,A1160
BOM,DEL,Vistara ,6:00,8:05,2h 05m,"6,249",16-02-2022,Economy,A1161
BOM,DEL,Vistara ,6:30,8:35,2h 05m,"6,249",16-02-2022,Economy,A1162
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"6,249",16-02-2022,Economy,A1163
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"5,943",16-02-2022,Economy,A1164
BOM,DEL,IndiGo ,9:20,11:30,2h 10m,"5,943",16-02-2022,Economy,A1165
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"5,943",16-02-2022,Economy,A1166
BOM,DEL,Air India ,8:00,10:15,2h 15m,"5,943",16-02-2022,Economy,A1167
BOM,DEL,Vistara ,7:30,9:40,2h 10m,"6,249",16-02-2022,Economy,A1168
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"6,249",16-02-2022,Economy,A1169
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"5,943",16-02-2022,Economy,A1170
BOM,DEL,IndiGo ,7:05,9:20,2h 15m,"5,943",16-02-2022,Economy,A1171
BOM,DEL,Vistara ,8:45,11:00,2h 15m,"6,249",16-02-2022,Economy,A1172
BOM,DEL,Vistara ,10:25,12:40,2h 15m,"6,249",16-02-2022,Economy,A1173
BOM,DEL,Vistara ,14:40,16:55,2h 15m,"6,249",16-02-2022,Economy,A1174
BOM,DEL,Air India ,10:00,12:15,2h 15m,"6,363",16-02-2022,Economy,A1175
DEL,BOM,Air India ,18:00,20:00,2h,"5,955",16-02-2022,Economy,A1176
DEL,BOM,Air India ,20:00,22:10,2h 10m,"5,955",16-02-2022,Economy,A1177
DEL,BOM,IndiGo ,23:35,1:45,2h 10m,"5,955",16-02-2022,Economy,A1178
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"5,955",16-02-2022,Economy,A1179
DEL,BOM,Air India ,19:00,21:15,2h 15m,"5,955",16-02-2022,Economy,A1180
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"6,261",16-02-2022,Economy,A1181
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"6,261",16-02-2022,Economy,A1182
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"6,261",16-02-2022,Economy,A1183
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"6,372",16-02-2022,Economy,A1184
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"6,165",16-02-2022,Economy,A1185
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"5,955",16-02-2022,Economy,A1186
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"6,261",16-02-2022,Economy,A1187
DEL,BOM,Vistara ,16:45,19:05,2h 20m,"6,261",16-02-2022,Economy,A1188
DEL,BOM,Vistara ,17:45,20:05,2h 20m,"6,261",16-02-2022,Economy,A1189
DEL,BOM,AirAsia India ,4:25,6:35,2h 10m,"5,000",16-02-2022,Economy,A1190
DEL,BOM,Air India ,7:00,9:05,2h 05m,"5,955",16-02-2022,Economy,A1191
DEL,BOM,Go First ,13:30,15:35,2h 05m,"5,900",16-02-2022,Economy,A1192
DEL,BOM,Air India ,8:00,10:10,2h 10m,"5,955",16-02-2022,Economy,A1193
DEL,BOM,Vistara ,9:30,11:35,2h 05m,"6,261",16-02-2022,Economy,A1194
DEL,BOM,Go First ,7:00,9:10,2h 10m,"5,900",16-02-2022,Economy,A1195
DEL,BOM,Go First ,8:00,10:10,2h 10m,"5,900",16-02-2022,Economy,A1196
DEL,BOM,IndiGo ,6:30,8:40,2h 10m,"5,955",16-02-2022,Economy,A1197
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"5,955",16-02-2022,Economy,A1198
DEL,BOM,IndiGo ,7:15,9:25,2h 10m,"5,955",16-02-2022,Economy,A1199
DEL,BOM,Air India ,9:00,11:15,2h 15m,"5,955",16-02-2022,Economy,A1200
DEL,BOM,Vistara ,5:45,7:55,2h 10m,"6,261",16-02-2022,Economy,A1201
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"6,261",16-02-2022,Economy,A1202
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"6,261",16-02-2022,Economy,A1203
DEL,BOM,Go First ,14:20,16:35,2h 15m,"5,900",16-02-2022,Economy,A1204
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,900",16-02-2022,Economy,A1205
DEL,BOM,Vistara ,7:30,9:45,2h 15m,"6,261",16-02-2022,Economy,A1206
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"6,261",16-02-2022,Economy,A1207
DEL,BOM,Go First ,10:30,12:50,2h 20m,"5,900",16-02-2022,Economy,A1208
DEL,BOM,IndiGo ,8:45,11:05,2h 20m,"5,955",16-02-2022,Economy,A1209
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"5,955",16-02-2022,Economy,A1210
DEL,BOM,Go First ,2:00,4:15,2h 15m,"5,900",16-02-2022,Economy,A1211
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"6,165",16-02-2022,Economy,A1212
DEL,BOM,Vistara ,8:50,11:10,2h 20m,"6,261",16-02-2022,Economy,A1213
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"6,261",16-02-2022,Economy,A1214
DEL,BOM,IndiGo ,9:30,12:00,2h 30m,"5,955",16-02-2022,Economy,A1215
BOM,DEL,AirAsia India ,22:55,1:00,2h 05m,"5,000",16-02-2022,Economy,A1216
BOM,DEL,IndiGo ,19:35,21:25,1h 50m,"5,943",16-02-2022,Economy,A1217
BOM,DEL,Go First ,16:30,18:35,2h 05m,"5,888",16-02-2022,Economy,A1218
BOM,DEL,IndiGo ,20:30,22:35,2h 05m,"5,943",16-02-2022,Economy,A1219
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"5,943",16-02-2022,Economy,A1220
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"5,943",16-02-2022,Economy,A1221
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"6,249",16-02-2022,Economy,A1222
BOM,DEL,Air India ,21:30,23:45,2h 15m,"5,943",16-02-2022,Economy,A1223
BOM,DEL,Go First ,18:00,20:10,2h 10m,"5,888",16-02-2022,Economy,A1224
BOM,DEL,Go First ,22:40,0:50,2h 10m,"5,888",16-02-2022,Economy,A1225
BOM,DEL,Air India ,16:00,18:15,2h 15m,"5,943",16-02-2022,Economy,A1226
BOM,DEL,Air India ,19:00,21:15,2h 15m,"5,943",16-02-2022,Economy,A1227
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"6,249",16-02-2022,Economy,A1228
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"6,249",16-02-2022,Economy,A1229
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"6,249",16-02-2022,Economy,A1230
BOM,DEL,Vistara ,22:45,0:55,2h 10m,"6,249",16-02-2022,Economy,A1231
BOM,DEL,Go First ,21:15,23:30,2h 15m,"5,888",16-02-2022,Economy,A1232
BOM,DEL,Go First ,23:45,2:00,2h 15m,"5,888",16-02-2022,Economy,A1233
BOM,DEL,Vistara ,21:55,0:10,2h 15m,"6,249",16-02-2022,Economy,A1234
BOM,DEL,Air India ,18:00,20:25,2h 25m,"5,943",16-02-2022,Economy,A1235
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"6,249",16-02-2022,Economy,A1236
BOM,DEL,IndiGo ,8:30,10:25,1h 55m,"5,943",17-02-2022,Economy,A1237
BOM,DEL,Air India ,7:00,9:10,2h 10m,"5,943",17-02-2022,Economy,A1238
BOM,DEL,Go First ,12:30,14:35,2h 05m,"5,942",17-02-2022,Economy,A1239
BOM,DEL,Go First ,14:30,16:35,2h 05m,"5,942",17-02-2022,Economy,A1240
BOM,DEL,Vistara ,6:00,8:05,2h 05m,"6,249",17-02-2022,Economy,A1241
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"6,249",17-02-2022,Economy,A1242
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"5,943",17-02-2022,Economy,A1243
BOM,DEL,IndiGo ,9:20,11:30,2h 10m,"5,943",17-02-2022,Economy,A1244
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"5,943",17-02-2022,Economy,A1245
BOM,DEL,IndiGo ,7:45,9:50,2h 05m,"6,153",17-02-2022,Economy,A1246
BOM,DEL,Air India ,8:00,10:15,2h 15m,"5,943",17-02-2022,Economy,A1247
BOM,DEL,Air India ,10:00,12:15,2h 15m,"5,943",17-02-2022,Economy,A1248
BOM,DEL,Go First ,6:00,8:10,2h 10m,"5,942",17-02-2022,Economy,A1249
BOM,DEL,Go First ,8:00,10:10,2h 10m,"5,942",17-02-2022,Economy,A1250
BOM,DEL,Vistara ,7:30,9:40,2h 10m,"6,249",17-02-2022,Economy,A1251
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"6,249",17-02-2022,Economy,A1252
BOM,DEL,Go First ,9:55,12:10,2h 15m,"5,942",17-02-2022,Economy,A1253
BOM,DEL,Go First ,12:15,14:30,2h 15m,"5,942",17-02-2022,Economy,A1254
BOM,DEL,Go First ,13:30,15:45,2h 15m,"5,942",17-02-2022,Economy,A1255
BOM,DEL,SpiceJet ,7:20,9:35,2h 15m,"6,540",17-02-2022,Economy,A1256
BOM,DEL,SpiceJet ,10:15,12:30,2h 15m,"6,540",17-02-2022,Economy,A1257
BOM,DEL,Vistara ,8:45,11:00,2h 15m,"6,249",17-02-2022,Economy,A1258
BOM,DEL,Vistara ,14:40,16:55,2h 15m,"6,249",17-02-2022,Economy,A1259
BOM,DEL,Vistara ,6:30,8:35,2h 05m,"6,693",17-02-2022,Economy,A1260
BOM,DEL,Vistara ,10:25,12:40,2h 15m,"6,360",17-02-2022,Economy,A1261
BOM,DEL,IndiGo ,7:05,9:20,2h 15m,"6,153",17-02-2022,Economy,A1262
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"6,153",17-02-2022,Economy,A1263
BOM,DEL,AirAsia India ,7:20,9:30,2h 10m,"6,337",17-02-2022,Economy,A1264
DEL,BOM,AirAsia India ,20:00,22:15,2h 15m,"5,000",17-02-2022,Economy,A1265
DEL,BOM,Go First ,15:30,17:35,2h 05m,"5,954",17-02-2022,Economy,A1266
DEL,BOM,Go First ,17:00,19:05,2h 05m,"5,954",17-02-2022,Economy,A1267
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"5,955",17-02-2022,Economy,A1268
DEL,BOM,IndiGo ,23:35,1:45,2h 10m,"5,955",17-02-2022,Economy,A1269
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"6,543",17-02-2022,Economy,A1270
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"5,955",17-02-2022,Economy,A1271
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,954",17-02-2022,Economy,A1272
DEL,BOM,Go First ,19:40,21:55,2h 15m,"5,954",17-02-2022,Economy,A1273
DEL,BOM,Go First ,21:00,23:15,2h 15m,"5,954",17-02-2022,Economy,A1274
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"6,165",17-02-2022,Economy,A1275
DEL,BOM,Go First ,18:05,20:25,2h 20m,"5,954",17-02-2022,Economy,A1276
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"6,543",17-02-2022,Economy,A1277
DEL,BOM,Go First ,13:30,15:35,2h 05m,"5,954",17-02-2022,Economy,A1278
DEL,BOM,IndiGo ,7:15,9:25,2h 10m,"5,955",17-02-2022,Economy,A1279
DEL,BOM,IndiGo ,6:30,8:40,2h 10m,"5,955",17-02-2022,Economy,A1280
DEL,BOM,Go First ,7:00,9:10,2h 10m,"5,954",17-02-2022,Economy,A1281
DEL,BOM,Go First ,8:00,10:10,2h 10m,"5,954",17-02-2022,Economy,A1282
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"5,955",17-02-2022,Economy,A1283
DEL,BOM,Go First ,14:20,16:35,2h 15m,"5,954",17-02-2022,Economy,A1284
DEL,BOM,Go First ,15:00,17:15,2h 15m,"5,954",17-02-2022,Economy,A1285
DEL,BOM,SpiceJet ,7:20,9:35,2h 15m,"6,543",17-02-2022,Economy,A1286
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"6,165",17-02-2022,Economy,A1287
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"5,955",17-02-2022,Economy,A1288
DEL,BOM,Go First ,10:30,12:50,2h 20m,"5,954",17-02-2022,Economy,A1289
